﻿id;commune_name;commune_name_fr;daira_name;daira_name_fr;wilaya_code;wilaya_name;wilaya_name_fr;code_commune;Lat;Long
867;سيدي بلعطار;Sidi Belaattar;عين تادلس;Ain Tedeles;27;مستغانم;Mostaganem;2710;36.026698;0.26931
868;سور;Sour;عين تادلس;Ain Tedeles;27;مستغانم;Mostaganem;2708;35.85;0.34138888
869;عين بودينار;Ain-Boudinar;خير الدين;Kheir Eddine;27;مستغانم;Mostaganem;2728;36.0089774;0.1881358
870;خير الدين;Kheir-Eddine;خير الدين;Kheir Eddine;27;مستغانم;Mostaganem;2707;35.9477561;0.17315
871;صيادة;Sayada;خير الدين;Kheir Eddine;27;مستغانم;Mostaganem;2702;35.9477561;0.12916667
872;سيدي علي;Sidi Ali;سيدي علي;Sidi Ali;27;مستغانم;Mostaganem;2712;36.0967786;0.4148744
873;تزقايت;Tazgait;سيدي علي;Sidi Ali;27;مستغانم;Mostaganem;2729;36.083333;0.4675
874;بن عبد المالك رمضان;Benabdelmalek Ramdane;سيدي لخضر;Sidi Lakhdar;27;مستغانم;Mostaganem;2713;36.1026171;0.2742
875;مستغانم;Mostaganem;مستغانم;Mostaganem;27;مستغانم;Mostaganem;2701;35.9246589;0.09
876;حجاج;Hadjadj;سيدي لخضر;Sidi Lakhdar;27;مستغانم;Mostaganem;2714;36.0970536;0.333333
877;سيدي لخضر;Sidi-Lakhdar;سيدي لخضر;Sidi Lakhdar;27;مستغانم;Mostaganem;2716;36.1428;0.460556
878;عشعاشة;Achaacha;عشعاشة;Achaacha;27;مستغانم;Mostaganem;2717;36.2463;0.6355803
879;خضرة;Khadra;عشعاشة;Achaacha;27;مستغانم;Mostaganem;2718;36.2535711;0.5833
880;نكمارية;Nekmaria;عشعاشة;Achaacha;27;مستغانم;Mostaganem;2715;36.166667;0.616667
881;أولاد بوغالم;Ouled Boughalem;عشعاشة;Achaacha;27;مستغانم;Mostaganem;2715;36.32027778;0.672778
882;بوقيراط;Bouguirat;بوقيراط;Bouguirat;27;مستغانم;Mostaganem;2719;35.7502319;0.2566146
883;صفصاف;Safsaf;بوقيراط;Bouguirat;27;مستغانم;Mostaganem;2715;36.075278;0.4283333
884;سيرات;Sirat;بوقيراط;Bouguirat;27;مستغانم;Mostaganem;2720;35.7804;0.191667
885;السوافلية;Souaflia;بوقيراط;Bouguirat;27;مستغانم;Mostaganem;2724;35.85;0.333333
886;عين سيدي الشريف;Ain-Sidi Cherif;ماسرة;Mesra;27;مستغانم;Mostaganem;2721;35.833056;0.13605
887;منصورة;Mansourah;ماسرة;Mesra;27;مستغانم;Mostaganem;2723;35.843611;0.231667
888;ماسرة;Mesra;ماسرة;Mesra;27;مستغانم;Mostaganem;2722;35.837222;0.169722222
889;الطواهرية;Touahria;ماسرة;Mesra;27;مستغانم;Mostaganem;2731;35.810556;0.209444
890;عين نويسي;Ain-Nouissy;عين نويسي;Ain Nouicy;27;مستغانم;Mostaganem;2705;35.8037574;0.05
891;أولاد مع الله;Ouled-Maalah;سيدي علي;Sidi Ali;27;مستغانم;Mostaganem;2726;36.006944;0.591944444
892;شلال;Chellal;شلال;Chellal;28;المسيلة;M'Sila;2809;35.516667;4.383333
893;أولاد ماضي;Ouled Madhi;شلال;Chellal;28;المسيلة;M'Sila;2810;35.576667;4.508333333
894;خطوطي سد الجير;Khettouti Sed-El-Jir;شلال;Chellal;28;المسيلة;M'Sila;2808;35.687602;4.2538452
895;بلعايبة;Belaiba;مقرة;Magra;28;المسيلة;M'Sila;2833;35.7;5.074167
896;برهوم;Berhoum;مقرة;Magra;28;المسيلة;M'Sila;2812;35.654979;5.328
897;دهاهنة;Dehahna;مقرة;Magra;28;المسيلة;M'Sila;2830;35.916667;5.00884
898;مقرة;Magra;مقرة;Magra;28;المسيلة;M'Sila;2824;35.617778;5.1074
899;بني يلمان;Beni Ilmane;سيدي عيسى;Sidi Aissa;28;المسيلة;M'Sila;2845;35.949167;4.11917
900;بوطي السايح;Bouti Sayeh;سيدي عيسى;Sidi Aissa;28;المسيلة;M'Sila;2837;35.85;3.694444
901;سيدي عيسى;Sidi Aissa;سيدي عيسى;Sidi Aissa;28;المسيلة;M'Sila;2816;35.88638889;3.77236
902;عين الحجل;Ain El Hadjel;عين الحجل;Ain El Hadjel;28;المسيلة;M'Sila;2817;35.6746598;3.8821519
903;سيدي هجرس;Sidi Hadjeres;عين الحجل;Ain El Hadjel;28;المسيلة;M'Sila;2836;35.6719444;4.03527778
904;بوسعادة;Bou Saada;بوسعادة;Bousaada;28;المسيلة;M'Sila;2820;35.219167;4.17402
905;الهامل;El Hamel;بوسعادة;Bousaada;28;المسيلة;M'Sila;2827;35.1283;4.083333
906;ولتام;Oulteme;بوسعادة;Bousaada;28;المسيلة;M'Sila;2806;35.0350816;5.3360215
907;عين الملح;Ain El Melh;عين الملح;Ain El Melh;28;المسيلة;M'Sila;2802;34.8470491;4.1634964
908;عين فارس;Ain Fares;عين الملح;Ain El Melh;28;المسيلة;M'Sila;2838;35.03583333;4.428333333
909;عين الريش;Ain Rich;عين الملح;Ain El Melh;28;المسيلة;M'Sila;2844;34.680794;4.096956
910;بئر فضة;Bir Foda;عين الملح;Ain El Melh;28;المسيلة;M'Sila;2836;34.82;3.899444
911;سيدي امحمد;Sidi M'hamed;عين الملح;Ain El Melh;28;المسيلة;M'Sila;2808;34.833333;3.9652509
912;امجدل;Medjedel;امجدل;Medjedel;28;المسيلة;M'Sila;2842;34.9611111;3.6793899
913;مناعة;Menaa;امجدل;Medjedel;28;المسيلة;M'Sila;2807;35.25;3.805278
914;المسيلة;M'sila;المسيلة;M'sila;28;المسيلة;M'Sila;2801;35.71;4.5472
915;حمام الضلعة;Hammam Dalaa;حمام الضلعة;Hammam Dalaa;28;المسيلة;M'Sila;2803;35.85;4.37445
916;ونوغة;Ouanougha;حمام الضلعة;Hammam Dalaa;28;المسيلة;M'Sila;2819;35.980833;3.883
917;أولاد منصور;Ouled Mansour;حمام الضلعة;Hammam Dalaa;28;المسيلة;M'Sila;2828;35.729444;4.3770704
918;تارمونت;Tarmount;حمام الضلعة;Hammam Dalaa;28;المسيلة;M'Sila;2805;35.688056;4.174722
919;المعاضيد;Maadid;أولاد دراج;Ouled Derradj;28;المسيلة;M'Sila;2831;35.8667;4.795556
920;المطارفة;M'tarfa;أولاد دراج;Ouled Derradj;28;المسيلة;M'Sila;2808;35.704444;4.6175
921;معاريف;Maarif;شلال;Chellal;28;المسيلة;M'Sila;2829;35.415278;4.354167
922;أولاد دراج;Ouled Derradj;أولاد دراج;Ouled Derradj;28;المسيلة;M'Sila;2804;35.6927204;4.7833333
923;السوامع;Souamaa;أولاد دراج;Ouled Derradj;28;المسيلة;M'Sila;2815;35.6546;4.668889
924;عين الخضراء;Ain Khadra;مقرة;Magra;28;المسيلة;M'Sila;2813;35.5393686;4.9718744
925;أولاد عدي لقبالة;Ouled Addi Guebala;أولاد دراج;Ouled Derradj;28;المسيلة;M'Sila;2814;35.670556;4.8728093
926;وادي الأبطال;Oued El Abtal;وادي الأبطال;Oued El Abtal;29;معسكر;Mascara;2910;35.455952;0.688
927;سيدي عبد المومن;Sidi Abdelmoumene;المحمدية;Mohammadia;29;معسكر;Mascara;2932;35.652778;0.013889
928;سجرارة;Sedjerara;المحمدية;Mohammadia;29;معسكر;Mascara;2912;35.5397;0.213889
929;المحمدية;Mohammadia;المحمدية;Mohammadia;29;معسكر;Mascara;2931;35.58839;0.0667
930;تيغنيف;Tighennif;تيغنيف;Tighennif;29;معسكر;Mascara;2901;35.4143144;0.3292328
931;مقطع الدوز;Mocta-Douz;المحمدية;Mohammadia;29;معسكر;Mascara;2936;35.6068031;-0.0489902
932;فراقيق;Ferraguig;المحمدية;Mohammadia;29;معسكر;Mascara;2933;35.583333;0.0536592
933;الغمري;El Ghomri;المحمدية;Mohammadia;29;معسكر;Mascara;2939;35.6883106;0.2069806
934;زهانة;Zahana;زهانة;Zahana;29;معسكر;Mascara;2933;35.48333333;-0.15
935;القعدة;El Gaada;زهانة;Zahana;29;معسكر;Mascara;2910;35.53333333;-0.183333333
936;رأس عين عميروش;Ras El Ain Amirouche;عقاز;Oggaz;29;معسكر;Mascara;2944;35.5925;-0.2125
937;عقاز;Oggaz;عقاز;Oggaz;29;معسكر;Mascara;2927;35.566667;-0.25967
938;العلايمية;Alaimia;عقاز;Oggaz;29;معسكر;Mascara;2919;35.51011;-0.3225
939;سيق;Sig;سيق;Sig;29;معسكر;Mascara;2926;35.5283;-0.192778
940;الشرفاء;Chorfa;سيق;Sig;29;معسكر;Mascara;2943;35.431944;-0.245278
941;بوهني;Bou Henni;سيق;Sig;29;معسكر;Mascara;2918;35.56055556;-0.084444444
942;المأمونية;El Mamounia;عين فارس;Ain Fares;29;معسكر;Mascara;2939;35.433333;0.2449
943;القطنة;El Gueitena;بوحنيفية;Bouhanifia;29;معسكر;Mascara;2910;35.2522718;0.0528
944;عين فارس;Ain Fares;عين فارس;Ain Fares;29;معسكر;Mascara;2924;35.4799;0.2449
945;غروس;Gharrous;عوف;Aouf;29;معسكر;Mascara;2915;35.19583333;0.400833333
946;بنيان;Benian;عوف;Aouf;29;معسكر;Mascara;2919;35.21222;0.1397222
947;عوف;Aouf;عوف;Aouf;29;معسكر;Mascara;2928;35.1;0.15
948;قرجوم;Guerdjoum;وادي التاغية;Oued Taria;29;معسكر;Mascara;2942;35.15;0.0536592
949;عين أفرص;Ain Frass;عين فكان;Ain Fekan;29;معسكر;Mascara;2925;35.195278;-0.1575
950;عين فكان;Ain Fekan;عين فكان;Ain Fekan;29;معسكر;Mascara;2939;35.2153;-0.0016
951;خلوية;Khalouia;البرج;El Bordj;29;معسكر;Mascara;2920;35.4613997;0.1505556
952;المنور;El Menaouer;البرج;El Bordj;29;معسكر;Mascara;2919;35.394444;0.3713916
953;البرج;El Bordj;البرج;El Bordj;29;معسكر;Mascara;2917;35.515833;0.3017
954;سيدي بوسعيد;Sidi Boussaid;غريس;Ghriss;29;معسكر;Mascara;2942;35.250556;0.296389
955;المطمور;Matemore;غريس;Ghriss;29;معسكر;Mascara;2914;35.36140556;0.0536592
956;سيدي قادة;Sidi Kada;تيغنيف;Tighennif;29;معسكر;Mascara;2908;35.333333;0.343889
957;ماقضة;Makhda;غريس;Ghriss;29;معسكر;Mascara;2919;35.15;0.15
958;معسكر;Mascara;معسكر;Mascara;29;معسكر;Mascara;2901;35.4;0.133333
959;بوحنيفية;Bouhanifia;بوحنيفية;Bouhanifia;29;معسكر;Mascara;2909;35.316111;-0.048333333
960;غريس;Ghriss;غريس;Ghriss;29;معسكر;Mascara;2912;35.216944;0.1614
961;حسين;Hacine;بوحنيفية;Bouhanifia;29;معسكر;Mascara;2906;35.33333333;0.09833
962;القرط;El Keurt;تيزي;Tizi;29;معسكر;Mascara;2906;35.381111;0.091667
963;فروحة;Froha;تيزي;Tizi;29;معسكر;Mascara;2913;35.3026637;0.1282536
964;تيزي;Tizi;تيزي;Tizi;29;معسكر;Mascara;2917;35.31603;0.1542151
965;السهايلية;Sehailia;تيغنيف;Tighennif;29;معسكر;Mascara;2947;35.316667;0.15
966;ماوسة;Maoussa;غريس;Ghriss;29;معسكر;Mascara;2905;35.3129898;0.2025
967;سيدي عبد الجبار;Sidi Abdeldjebar;وادي الأبطال;Oued El Abtal;29;معسكر;Mascara;2946;35.258611;0.5233311
968;الحشم;El Hachem;الحشم;Hachem;29;معسكر;Mascara;2907;35.366667;0.15
969;نسمط;Nesmot;الحشم;Hachem;29;معسكر;Mascara;2942;35.21222;0.245833333
970;زلامطة;Zelamta;الحشم;Hachem;29;معسكر;Mascara;2909;35.29108;0.47622
971;عين فراح;Ain Ferah;وادي الأبطال;Oued El Abtal;29;معسكر;Mascara;2911;35.381111;0.7853763
972;وادي التاغية;Oued Taria;وادي التاغية;Oued Taria;29;معسكر;Mascara;2922;35.1130905;0.0910316
973;ورقلة;Ouargla;ورقلة;Ouargla;30;ورقلة;Ouargla;3001;31.95;5.3167
974;حاسي مسعود;Hassi Messaoud;حاسي مسعود;Hassi Messaoud;30;ورقلة;Ouargla;3004;31.7019;6.073
975;عين البيضاء;Ain Beida;سيدي خويلد;Sidi Khouiled;30;ورقلة;Ouargla;3003;31.9377;5.39954
976;حاسي بن عبد الله;Hassi Ben Abdellah;سيدي خويلد;Sidi Khouiled;30;ورقلة;Ouargla;3012;32.025833;5.468611
977;سيدي خويلد;Sidi Khouiled;سيدي خويلد;Sidi Khouiled;30;ورقلة;Ouargla;3011;31.979722;5.418333
978;البرمة;El Borma;البرمة;El Borma;30;ورقلة;Ouargla;3021;31.656389;9.179167
979;الرويسات;Rouissat;ورقلة;Ouargla;30;ورقلة;Ouargla;3005;31.916667;5.35
980;انقوسة;N'goussa;انقوسة;N'goussa;30;ورقلة;Ouargla;3009;32.141111;5.3096
981;سيدي الشحمي;Sidi Chami;السانية;Es Senia;31;وهران;Oran;3113;35.62687;-0.5217
982;حاسي مفسوخ;Hassi Mefsoukh;قديل;Gdyel;31;وهران;Oran;3121;35.7861;-0.374167
983;بئر الجير;Bir El Djir;بئر الجير;Bir El Djir;31;وهران;Oran;3103;35.7368;-0.545
984;حاسي بن عقبة;Hassi Ben Okba;بئر الجير;Bir El Djir;31;وهران;Oran;3118;35.72964;-0.465833
985;قديل;Gdyel;قديل;Gdyel;31;وهران;Oran;3102;35.8052667;-0.423746
986;حاسي بونيف;Hassi Bounif;بئر الجير;Bir El Djir;31;وهران;Oran;3104;35.6792778;-0.5
987;الكرمة;El Kerma;السانية;Es Senia;31;وهران;Oran;3117;35.6186807;-0.578611111
988;السانية;Es Senia;السانية;Es Senia;31;وهران;Oran;3105;35.6478;-0.6241804
989;بن فريحة;Ben Freha;قديل;Gdyel;31;وهران;Oran;3120;35.6937209;-0.4186546
990;أرزيو;Arzew;أرزيو;Arzew;31;وهران;Oran;3106;35.85048;-0.3167
991;سيدي بن يبقى;Sidi Ben Yebka;أرزيو;Arzew;31;وهران;Oran;3122;35.82972;-0.394722
992;عين البية;Ain Biya;بطيوة;Bethioua;31;وهران;Oran;3126;35.816667;-0.2816754
993;بطيوة;Bethioua;بطيوة;Bethioua;31;وهران;Oran;3107;35.805837;-0.2596
994;مرسى الحجاج;Marsat El Hadjadj;بطيوة;Bethioua;31;وهران;Oran;3108;35.783333;-0.166667
995;عين الترك;Ain Turk;عين الترك;Ain Turk;31;وهران;Oran;3109;35.74494;-0.7697
996;وهران;Oran;وهران;Oran;31;وهران;Oran;3101;35.70833333;-0.6331
997;العنصر;El Ancor;عين الترك;Ain Turk;31;وهران;Oran;3131;35.7408;-0.866667
998;المرسى الكبير;Mers El Kebir;عين الترك;Ain Turk;31;وهران;Oran;3102;35.728611;-0.706944
999;بوفاتيس;Boufatis;وادي تليلات;Oued Tlelat;31;وهران;Oran;3114;35.6791;-0.481667
1000;البراية;El Braya;وادي تليلات;Oued Tlelat;31;وهران;Oran;3118;35.612222;-0.516667
1001;وادي تليلات;Oued Tlelat;وادي تليلات;Oued Tlelat;31;وهران;Oran;3123;35.5519239;-0.4522604
1002;عين الكرمة;Ain Kerma;بوتليليس;Boutlelis;31;وهران;Oran;3125;35.648979;-0.975702
1003;بوتليليس;Boutlelis;بوتليليس;Boutlelis;31;وهران;Oran;3124;35.573;-0.8342
1004;مسرغين;Messerghin;بوتليليس;Boutlelis;31;وهران;Oran;3123;35.6455611;-0.7722974
1005;بوسفر;Bousfer;عين الترك;Ain Turk;31;وهران;Oran;3116;35.710833;-0.810556
1006;طفراوي;Tafraoui;وادي تليلات;Oued Tlelat;31;وهران;Oran;3112;35.483333;-0.516667
1007;سيدي سليمان;Sidi Slimane;بوعلام;Boualem;32;البيض;El Bayadh;3221;33.833333;0.554708333
1008;سيدي عامر;Sidi Ameur;بوعلام;Boualem;32;البيض;El Bayadh;3218;33.768333;1.413611111
1009;بوعلام;Boualem;بوعلام;Boualem;32;البيض;El Bayadh;3206;33.72903;1.5329678
1010;بوقطب;Bougtoub;بوقطب;Bougtoub;32;البيض;El Bayadh;3209;34.1436111;0.033333
1011;الخيثر;El Kheiter;بوقطب;Bougtoub;32;البيض;El Bayadh;3211;34.14333333;0.073333333
1012;توسمولين;Tousmouline;بوقطب;Bougtoub;32;البيض;El Bayadh;3220;33.651667;0.266667
1013;سيدي طيفور;Sidi Tiffour;بوعلام;Boualem;32;البيض;El Bayadh;3222;33.717201;1.682711
1014;ستيتن;Stitten;بوعلام;Boualem;32;البيض;El Bayadh;3203;33.75805556;1.223333333
1015;البيض;El Bayadh;البيض;El Bayadh;32;البيض;El Bayadh;3201;33.7216667;1.020278
1016;رقاصة;Rogassa;رقاصة;Rogassa;32;البيض;El Bayadh;3202;34.0188896;0.9271367
1017;المحرة;El Mehara;شلالة;Chellala;32;البيض;El Bayadh;3219;33.311667;0.364444
1018;الكاف الأحمر;Kef El Ahmar;رقاصة;Rogassa;32;البيض;El Bayadh;3212;34.15;0.5975443
1019;الشقيق;Cheguig;رقاصة;Rogassa;32;البيض;El Bayadh;3217;34.168889;1.228056
1020;شلالة;Chellala;شلالة;Chellala;32;البيض;El Bayadh;3214;35.216667;0.0556
1021;برج عمر إدريس;Bordj Omar Driss;عين أمناس;Ain Amenas;33;إليزي;Illizi;3304;28.146389;6.7259091
1022;دبداب;Debdeb;عين أمناس;Ain Amenas;33;إليزي;Illizi;3303;29.96710797;9.422727425
1023;عين أمناس;Ain Amenas;عين أمناس;Ain Amenas;33;إليزي;Illizi;3306;28.040833;9.635
1024;إيليزي;Illizi;إيليزي;Illizi;33;إليزي;Illizi;3301;26.483333;8.483333333
1025;الحمادية;Elhammadia;الحمادية;El Hamadia;34;برج بوعريريج;Bordj Bou Arreridj;3411;35.976944;4.7475
1026;أولاد سيدي ابراهيم;Ouled Sidi-Brahim;المنصورة;Mansourah;34;برج بوعريريج;Bordj Bou Arreridj;3416;36.228056;4.335556
1027;عين تاغروت;Ain Taghrout;عين تاغروت;Ain Taghrout;34;برج بوعريريج;Bordj Bou Arreridj;3408;36.128889;5.076667
1028;تيكستار;Tixter;عين تاغروت;Ain Taghrout;34;برج بوعريريج;Bordj Bou Arreridj;3426;36.0475;4.654722222
1029;بليمور;Belimour;برج الغدير;Bordj Ghedir;34;برج بوعريريج;Bordj Bou Arreridj;3412;36.027222;4.833333333
1030;العناصر;El Annasseur;برج الغدير;Bordj Ghedir;34;برج بوعريريج;Bordj Bou Arreridj;3428;36.0642129;4.833333333
1031;غيلاسة;Ghailasa;برج الغدير;Bordj Ghedir;34;برج بوعريريج;Bordj Bou Arreridj;3422;35.981389;4.9167001
1032;تقلعيت;Taglait;برج الغدير;Bordj Ghedir;34;برج بوعريريج;Bordj Bou Arreridj;3421;35.771667;4.999722222
1033;برج الغدير;Bordj Ghedir;برج الغدير;Bordj Ghedir;34;برج بوعريريج;Bordj Bou Arreridj;3409;35.8991893;4.899182
1034;العش;El Euch;الحمادية;El Hamadia;34;برج بوعريريج;Bordj Bou Arreridj;3427;35.914444;4.9225704
1035;سيدي أمبارك;Sidi-Embarek;بئر قاصد علي;Bir Kasdali;34;برج بوعريريج;Bordj Bou Arreridj;3410;36.1039;4.91188
1036;خليل;Khelil;بئر قاصد علي;Bir Kasdali;34;برج بوعريريج;Bordj Bou Arreridj;3420;36.175556;5.029167
1037;بئر قاصد علي;Bir Kasdali;بئر قاصد علي;Bir Kasdali;34;برج بوعريريج;Bordj Bou Arreridj;3431;36.15;5.033333
1038;تفرق;Tefreg;جعافرة;Djaafra;34;برج بوعريريج;Bordj Bou Arreridj;3424;36.425556;4.713889
1039;الماين;El Main;جعافرة;Djaafra;34;برج بوعريريج;Bordj Bou Arreridj;3416;36.425556;4.716667
1040;جعافرة;Djaafra;جعافرة;Djaafra;34;برج بوعريريج;Bordj Bou Arreridj;3415;36.2922699;4.6628371
1041;القلة;Colla;جعافرة;Djaafra;34;برج بوعريريج;Bordj Bou Arreridj;3425;36.1016103;4.6589
1042;ثنية النصر;Teniet En Nasr;مجانة;Medjana;34;برج بوعريريج;Bordj Bou Arreridj;3414;36.08333333;4.601111
1043;المهير;El M'hir;المنصورة;Mansourah;34;برج بوعريريج;Bordj Bou Arreridj;3405;36.119384;4.38407336
1044;القصور;Ksour;الحمادية;El Hamadia;34;برج بوعريريج;Bordj Bou Arreridj;3422;35.98333333;4.597778
1045;المنصورة;Mansoura;المنصورة;Mansourah;34;برج بوعريريج;Bordj Bou Arreridj;3404;36.08725;4.46
1046;حرازة;Haraza;المنصورة;Mansourah;34;برج بوعريريج;Bordj Bou Arreridj;3434;36.156389;4.223333
1047;الرابطة;Rabta;الحمادية;El Hamadia;34;برج بوعريريج;Bordj Bou Arreridj;3406;35.9227778;4.78119
1048;الياشير;El Achir;مجانة;Medjana;34;برج بوعريريج;Bordj Bou Arreridj;3407;36.06386;4.6167
1049;حسناوة;Hasnaoua;مجانة;Medjana;34;برج بوعريريج;Bordj Bou Arreridj;3419;36.14083333;4.7957
1050;مجانة;Medjana;مجانة;Medjana;34;برج بوعريريج;Bordj Bou Arreridj;3413;36.1319;4.669
1051;عين تسرة;Ain Tesra;رأس الوادي;Ras El Oued;34;برج بوعريريج;Bordj Bou Arreridj;3430;36.0125;5.002222222
1052;أولاد أبراهم;Ouled Brahem;رأس الوادي;Ras El Oued;34;برج بوعريريج;Bordj Bou Arreridj;3417;35.8733817;5.074722222
1053;رأس الوادي;Ras El Oued;رأس الوادي;Ras El Oued;34;برج بوعريريج;Bordj Bou Arreridj;3406;35.94972222;5.033333333
1054;برج زمورة;Bordj Zemmoura;برج زمورة;Bordj Zemmoura;34;برج بوعريريج;Bordj Bou Arreridj;3406;36.2677309;4.855833333
1055;أولاد دحمان;Ouled Dahmane;برج زمورة;Bordj Zemmoura;34;برج بوعريريج;Bordj Bou Arreridj;3418;36.3667;4.77
1056;تسامرت;Tassamert;برج زمورة;Bordj Zemmoura;34;برج بوعريريج;Bordj Bou Arreridj;3429;36.27131;4.82184
1057;برج بوعريرج;B. B. Arreridj;برج بوعريريج;Bordj Bou Arreridj;34;برج بوعريريج;Bordj Bou Arreridj;3401;36.0704188;4.766667
1058;بن داود;Ben Daoud;المنصورة;Mansourah;34;برج بوعريريج;Bordj Bou Arreridj;3406;36.19702;4.4025
1059;الخروبة;El Kharrouba;بودواو;Boudouaou;35;بومرداس;Boumerdès;3538;36.6576809;3.406389
1060;دلس;Dellys;دلس;Dellys;35;بومرداس;Boumerdès;3528;36.913272;3.914094
1061;بن شود;Ben Choud;دلس;Dellys;35;بومرداس;Boumerdès;3527;36.8623517;3.8805771
1062;أعفير;Afir;دلس;Dellys;35;بومرداس;Boumerdès;3504;36.7675;3.702778
1063;الثنية;Thenia;الثنية;Thenia;35;بومرداس;Boumerdès;3515;36.7254;3.553889
1064;بني عمران;Beni Amrane;الثنية;Thenia;35;بومرداس;Boumerdès;3530;36.66774;3.591944444
1065;خميس الخشنة;Khemis El Khechna;خميس الخشنة;Khemis El Khechna;35;بومرداس;Boumerdès;3537;36.65;3.3308
1066;عمال;Ammal;الثنية;Thenia;35;بومرداس;Boumerdès;3506;36.6333333;3.5861111
1067;تيمزريت;Timezrit;يسر;Isser;35;بومرداس;Boumerdès;3518;36.673333;3.806389
1068;زموري;Zemmouri;برج منايل;Bordj Menaiel;35;بومرداس;Boumerdès;3530;36.783333;3.6036
1069;الاربعطاش;Larbatache;خميس الخشنة;Khemis El Khechna;35;بومرداس;Boumerdès;3521;36.6368081;3.3718774
1070;يسر;Isser;يسر;Isser;35;بومرداس;Boumerdès;3510;36.706667;3.671389
1071;شعبة العامر;Chabet El Ameur;يسر;Isser;35;بومرداس;Boumerdès;3514;36.63709;3.6833333
1072;أولاد عيسى;Ouled Aissa;الناصرية;Naciria;35;بومرداس;Boumerdès;3526;36.806667;3.81431
1073;الناصرية;Naciria;الناصرية;Naciria;35;بومرداس;Boumerdès;3508;36.7475;3.833333
1074;بوزقزة قدارة;Bouzegza Keddara;بودواو;Boudouaou;35;بومرداس;Boumerdès;3522;36.625278;3.479444
1075;سوق الحد;Souk El Had;الثنية;Thenia;35;بومرداس;Boumerdès;3531;36.7214044;3.583333333
1076;سيدي داود;Sidi Daoud;بغلية;Baghlia;35;بومرداس;Boumerdès;3507;36.85;3.85
1077;بغلية;Baghlia;بغلية;Baghlia;35;بومرداس;Boumerdès;3506;36.81694;3.8757119
1078;لقاطة;Leghata;برج منايل;Bordj Menaiel;35;بومرداس;Boumerdès;3529;36.7461111;3.683056
1079;جنات;Djinet;برج منايل;Bordj Menaiel;35;بومرداس;Boumerdès;3508;36.8779905;3.7205
1080;تيجلابين;Tidjelabine;بومرداس;Boumerdes;35;بومرداس;Boumerdès;3513;36.7305;3.49482
1081;سي مصطفى;Si Mustapha;يسر;Isser;35;بومرداس;Boumerdès;3512;36.7247;3.615306
1082;أولاد هداج;Ouled Hedadj;بودواو;Boudouaou;35;بومرداس;Boumerdès;3533;36.7130535;3.35
1083;أولاد موسى;Ouled Moussa;خميس الخشنة;Khemis El Khechna;35;بومرداس;Boumerdès;3520;36.6857409;3.3892894
1084;بومرداس;Boumerdes;بومرداس;Boumerdes;35;بومرداس;Boumerdès;3501;36.766;3.477
1085;قورصو;Corso;بومرداس;Boumerdes;35;بومرداس;Boumerdès;3519;36.75096;3.4682054
1086;برج منايل;Bordj Menaiel;برج منايل;Bordj Menaiel;35;بومرداس;Boumerdès;3502;36.741667;3.7175665
1087;بودواو;Boudouaou;بودواو;Boudouaou;35;بومرداس;Boumerdès;3502;36.72735;3.40995
1088;بودواو البحري;Boudouaou El Bahri;بودواو;Boudouaou;35;بومرداس;Boumerdès;3532;36.7732001;3.3872711
1089;تاورقة;Taourga;بغلية;Baghlia;35;بومرداس;Boumerdès;3525;36.7939;3.95034
1090;حمادي;Hammedi;خميس الخشنة;Khemis El Khechna;35;بومرداس;Boumerdès;3505;36.676944;3.2633918
1091;عين العسل;Ain El Assel;الطارف;El Tarf;36;الطارف;El Tarf;3606;36.7947505;8.4293891
1092;بوقوس;Bougous;الطارف;El Tarf;36;الطارف;El Tarf;3607;36.758056;8.369444
1093;الطارف;El Tarf;الطارف;El Tarf;36;الطارف;El Tarf;3601;36.7667186;8.317
1094;الزيتونة;Zitouna;الطارف;El Tarf;36;الطارف;El Tarf;3620;36.668056;8.2346
1095;البسباس;Besbes;البسباس;Besbes;36;الطارف;El Tarf;3605;36.702222;7.847222
1096;عين الكرمة;Ain Kerma;بوحجار;Bouhadjar;36;الطارف;El Tarf;3621;36.5644539;8.201111
1097;بوحجار;Bouhadjar;بوحجار;Bouhadjar;36;الطارف;El Tarf;3602;36.5034174;8.110556
1098;حمام بني صالح;Hammam Beni Salah;بوحجار;Bouhadjar;36;الطارف;El Tarf;3623;36.51972222;7.9810845
1099;وادي الزيتون;Oued Zitoun;بوحجار;Bouhadjar;36;الطارف;El Tarf;3622;36.466111;8.0575
1100;بن مهيدي;Ben M Hidi;بن مهيدي;Ben M'hidi;36;الطارف;El Tarf;3603;36.77501471;7.905594528
1101;بريحان;Berrihane;بن مهيدي;Ben M'hidi;36;الطارف;El Tarf;3602;36.83722222;8.068343
1102;شبيطة مختار;Chebaita Mokhtar;الذرعان;Drean;36;الطارف;El Tarf;3621;36.755843;7.741667
1103;الشط;Echatt;بن مهيدي;Ben M'hidi;36;الطارف;El Tarf;3606;36.830278;7.872
1104;العيون;El Aioun;القالة;El Kala;36;الطارف;El Tarf;3607;36.827222;8.6
1105;القالة;El Kala;القالة;El Kala;36;الطارف;El Tarf;3602;36.8956;8.4433
1106;السوارخ;Souarekh;القالة;El Kala;36;الطارف;El Tarf;3609;36.88194444;8.564167
1107;زريزر;Zerizer;البسباس;Besbes;36;الطارف;El Tarf;3619;36.727222;7.894722
